,ace,winner,double_fault,unf_err,break_pt_won,break_pt_missed,net_pt,net_pt_won,win1_mean,win2_mean
1607,0,0,0,0,0,0,0,0,0.6,0.4
1608,0,0,0,0,0,0,-1,-1,0.4,0.6
1609,0,0,0,0,0,0,1,1,0.4,0.6
1610,0,-1,0,0,0,0,-1,-1,0.2,0.8
1611,0,1,0,0,0,0,1,1,0.4,0.6
1612,0,0,0,0,0,0,0,0,0.6,0.4
1613,0,1,0,0,0,0,1,1,0.8,0.2
1614,1,1,0,0,0,0,0,0,0.8,0.2
1615,0,1,0,0,0,0,1,1,1.0,0.0
1616,0,0,0,0,0,0,0,0,0.8,0.2
1617,0,0,0,0,0,0,0,0,0.6,0.4
1618,0,0,0,0,0,0,-1,-1,0.4,0.6
1619,0,0,0,0,0,0,0,0,0.2,0.8
1620,1,1,0,0,0,0,0,0,0.2,0.8
1621,0,0,0,0,0,0,-1,-1,0.2,0.8
1622,0,1,0,0,0,0,1,1,0.4,0.6
1623,0,1,0,0,0,0,1,1,0.6,0.4
1624,0,0,0,0,0,0,1,1,0.8,0.2
1625,0,0,0,0,0,0,-1,0,0.8,0.2
1626,0,-1,0,0,0,0,-1,-1,0.8,0.2
1627,0,0,0,0,0,0,0,0,0.8,0.2
1628,0,-1,0,0,0,0,1,0,0.6,0.4
1629,0,0,0,-1,0,0,0,0,0.4,0.6
1630,0,0,0,0,0,0,-1,-1,0.2,0.8
1631,0,1,0,0,0,0,1,1,0.4,0.6
1632,0,-1,0,0,0,0,0,0,0.2,0.8
1633,0,-1,0,0,0,0,-1,-1,0.2,0.8
1634,-1,-1,0,0,0,0,0,0,0.2,0.8
1635,0,0,0,0,0,0,0,0,0.2,0.8
1636,0,1,0,0,0,0,1,1,0.2,0.8
1637,0,0,0,0,0,0,0,0,0.4,0.6
1638,0,0,0,0,0,0,1,1,0.6,0.4
1639,0,1,0,0,0,0,0,0,0.8,0.2
1640,0,1,0,0,0,0,-1,0,1.0,0.0
1641,0,0,0,0,0,0,-1,-1,0.8,0.2
1642,0,-1,0,0,0,0,-1,-1,0.6,0.4
1643,0,0,0,0,0,0,0,0,0.6,0.4
1644,0,-1,0,0,0,0,-1,-1,0.4,0.6
1645,0,-1,0,0,0,0,-1,-1,0.2,0.8
1646,0,1,0,0,0,0,1,1,0.4,0.6
1647,1,1,0,0,0,0,0,0,0.6,0.4
1648,1,1,0,0,0,0,0,0,0.6,0.4
1649,0,0,0,-1,0,0,0,0,0.6,0.4
1650,1,1,0,0,0,0,0,0,0.8,0.2
1651,-1,-1,0,0,0,0,0,0,0.6,0.4
1652,0,0,0,0,0,0,-1,-1,0.4,0.6
1653,0,-1,0,0,0,0,-1,-1,0.2,0.8
1654,0,0,0,0,0,0,-1,-1,0.2,0.8
1655,0,1,0,0,0,0,0,0,0.2,0.8
1656,0,1,0,0,0,0,0,0,0.4,0.6
1657,0,0,0,0,0,0,1,1,0.6,0.4
1658,0,0,0,0,0,0,0,0,0.8,0.2
1659,0,0,0,0,0,0,0,0,1.0,0.0
1660,0,0,0,0,0,0,-1,0,1.0,0.0
1661,0,0,0,0,0,0,-1,-1,0.8,0.2
1662,0,-1,0,0,0,0,-1,-1,0.6,0.4
1663,0,-1,0,0,0,0,-1,-1,0.4,0.6
1664,0,0,0,0,0,0,-1,-1,0.2,0.8
1665,0,1,0,0,0,0,1,1,0.2,0.8
1666,0,0,-1,-1,0,0,0,0,0.2,0.8
1667,0,1,0,0,0,0,0,0,0.4,0.6
1668,0,0,0,0,0,0,-1,0,0.6,0.4
1669,1,1,0,0,0,0,0,0,0.8,0.2
1670,0,0,0,0,0,0,-1,-1,0.6,0.4
1671,0,0,0,0,0,0,0,0,0.6,0.4
1672,0,0,0,0,0,0,-1,-1,0.4,0.6
1673,0,0,0,0,0,0,-1,-1,0.2,0.8
1674,0,0,0,-1,0,0,0,0,0.0,1.0
1675,0,0,0,0,0,0,0,0,0.2,0.8
1676,0,0,0,-1,0,0,0,0,0.2,0.8
1677,0,0,0,0,0,0,1,1,0.4,0.6
1678,1,1,0,0,0,0,0,0,0.6,0.4
1679,0,0,0,0,0,0,0,0,0.8,0.2
1680,0,0,0,0,0,0,-1,-1,0.6,0.4
1681,0,-1,0,0,0,0,-1,-1,0.6,0.4
1682,0,-1,0,0,0,0,-1,-1,0.4,0.6
1683,0,0,0,1,0,0,0,0,0.4,0.6
1684,0,-1,0,0,0,0,-1,-1,0.2,0.8
1685,1,1,0,0,0,0,0,0,0.4,0.6
1686,0,0,0,-1,0,0,0,0,0.4,0.6
1687,0,0,0,0,0,0,0,0,0.6,0.4
1688,0,0,0,0,0,0,0,0,0.6,0.4
1689,0,0,0,0,0,0,0,0,0.8,0.2
1690,0,0,0,0,0,0,-1,-1,0.6,0.4
1691,0,0,0,0,0,0,1,1,0.8,0.2
1692,1,1,0,0,0,0,0,0,0.8,0.2
1693,0,-1,0,0,0,0,-1,-1,0.6,0.4
1694,0,0,0,0,0,0,-1,-1,0.4,0.6
1695,0,0,0,0,0,0,0,0,0.6,0.4
1696,0,1,0,0,0,0,1,1,0.6,0.4
1697,0,1,0,0,0,0,-1,0,0.6,0.4
1698,0,1,0,0,0,0,-1,0,0.8,0.2
1699,0,1,0,0,0,0,0,0,1.0,0.0
1700,1,1,0,0,0,0,0,0,1.0,0.0
1701,0,-1,0,0,0,0,0,0,0.8,0.2
1702,0,1,0,0,0,0,1,1,0.8,0.2
1703,0,0,0,0,0,0,0,0,0.8,0.2
1704,0,1,0,0,0,0,1,1,0.8,0.2
1705,0,0,0,0,0,0,-1,-1,0.6,0.4
1706,0,0,0,1,0,0,-1,0,0.8,0.2
1707,0,1,0,0,0,0,0,0,0.8,0.2
1708,0,0,0,0,0,0,-1,-1,0.6,0.4
1709,0,0,0,0,0,0,-1,-1,0.4,0.6
1710,0,0,0,-1,0,0,0,0,0.4,0.6
1711,0,0,0,0,0,0,0,0,0.4,0.6
1712,0,0,0,-1,0,0,1,0,0.2,0.8
1713,0,0,0,0,0,0,0,0,0.4,0.6
1714,1,1,0,0,0,0,0,0,0.6,0.4
1715,1,1,0,0,0,0,0,0,0.8,0.2
1716,0,0,0,0,0,0,0,0,0.8,0.2
1717,0,1,0,0,0,0,-1,0,1.0,0.0
1718,0,0,0,0,0,0,-1,-1,0.8,0.2
1719,0,0,0,0,0,0,0,0,0.6,0.4
1720,0,0,0,1,0,0,0,0,0.6,0.4
1721,0,0,0,0,0,0,1,0,0.4,0.6
1722,0,0,0,0,0,0,-1,-1,0.2,0.8
1723,0,1,0,0,0,0,-1,0,0.4,0.6
1724,0,0,0,-1,0,0,-1,-1,0.4,0.6
1725,0,0,0,-1,0,0,-1,-1,0.2,0.8
1726,0,1,0,0,0,0,0,0,0.4,0.6
1727,1,1,0,0,0,0,0,0,0.6,0.4
1728,0,0,0,0,0,0,0,0,0.6,0.4
1729,1,1,0,0,0,0,0,0,0.8,0.2
1730,0,-1,0,0,0,0,0,0,0.8,0.2
1731,0,-1,0,0,0,0,-1,-1,0.6,0.4
1732,0,0,0,0,0,0,-1,-1,0.4,0.6
1733,0,0,0,-1,0,0,0,0,0.2,0.8
1734,1,1,0,0,0,0,0,0,0.2,0.8
1735,1,1,0,0,0,0,0,0,0.4,0.6
1736,0,0,0,0,0,0,0,0,0.6,0.4
1737,1,1,0,0,0,0,0,0,0.8,0.2
1738,0,0,0,0,0,0,-1,0,1.0,0.0
1739,0,1,0,0,0,0,-1,0,1.0,0.0
1740,0,0,0,0,0,0,0,0,0.8,0.2
1741,0,0,0,0,0,0,0,0,0.6,0.4
1742,0,0,0,0,0,0,0,0,0.4,0.6
1743,0,0,0,1,0,0,-1,0,0.4,0.6
1744,0,0,0,-1,0,0,1,0,0.2,0.8
1745,0,-1,0,0,0,0,-1,-1,0.2,0.8
1746,0,1,0,0,0,0,0,0,0.4,0.6
1747,0,0,0,0,0,0,0,0,0.6,0.4
1748,0,1,0,0,0,0,0,0,0.6,0.4
1749,1,1,0,0,0,0,0,0,0.8,0.2
1750,0,-1,0,0,0,0,-1,-1,0.8,0.2
1751,0,0,0,-1,0,0,0,0,0.6,0.4
1752,0,1,0,0,0,0,0,0,0.6,0.4
1753,0,0,0,0,0,0,0,0,0.4,0.6
1754,0,0,0,-1,0,0,0,0,0.2,0.8
1755,0,0,0,0,0,0,0,0,0.4,0.6
1756,0,1,0,0,0,0,0,0,0.6,0.4
1757,0,0,0,0,0,0,0,0,0.6,0.4
1758,0,0,0,0,0,0,0,0,0.6,0.4
1759,0,-1,0,0,0,0,1,0,0.6,0.4
1760,0,0,-1,-1,0,0,0,0,0.4,0.6
1761,0,0,0,0,0,0,0,0,0.2,0.8
1762,0,0,0,0,0,0,0,0,0.2,0.8
1763,0,0,0,1,0,0,1,1,0.4,0.6
1764,0,1,0,0,0,0,0,0,0.6,0.4
1765,0,0,0,-1,0,0,-1,-1,0.6,0.4
1766,0,1,0,0,0,0,0,0,0.8,0.2
1767,0,1,0,0,0,0,-1,0,0.8,0.2
1768,0,1,0,0,0,0,0,0,0.8,0.2
1769,0,0,0,0,0,0,0,0,0.6,0.4
1770,0,0,0,-1,0,0,0,0,0.6,0.4
1771,0,-1,0,0,0,0,-1,-1,0.4,0.6
1772,0,0,0,0,0,0,0,0,0.2,0.8
1773,0,0,0,0,0,0,0,0,0.2,0.8
1774,0,1,0,0,0,0,0,0,0.4,0.6
1775,0,1,0,0,0,0,-1,0,0.6,0.4
1776,1,1,0,0,0,0,0,0,0.8,0.2
1777,0,0,0,-1,0,0,0,0,0.8,0.2
1778,0,1,0,0,0,0,0,0,0.8,0.2
1779,0,0,0,-1,0,0,0,0,0.6,0.4
1780,0,0,0,0,0,0,1,1,0.6,0.4
1781,0,0,0,0,0,0,1,1,0.6,0.4
1782,0,0,0,0,0,0,0,0,,
1783,0,0,0,0,0,0,-1,-1,,
1784,0,0,0,0,0,0,0,0,,
1785,0,0,0,-1,0,0,0,0,,
1786,0,0,0,1,0,0,0,0,,
1787,0,0,0,-1,0,0,0,0,0.2,0.8
1788,0,1,0,0,0,0,1,1,0.4,0.6
1789,0,0,0,1,0,0,0,0,0.6,0.4
1790,0,0,0,0,0,0,0,0,0.8,0.2
1791,0,0,0,0,0,0,-1,-1,0.6,0.4
1792,0,0,0,0,0,0,0,0,0.6,0.4
1793,0,0,0,0,0,0,0,0,0.6,0.4
1794,0,0,0,0,0,0,0,0,0.4,0.6
1795,0,0,0,1,0,0,0,0,0.4,0.6
1796,0,0,0,0,0,0,0,0,0.6,0.4
1797,0,-1,0,0,0,0,-1,-1,0.6,0.4
1798,0,0,0,1,0,0,0,0,0.6,0.4
1799,0,0,0,0,0,0,-1,-1,0.6,0.4
1800,0,-1,0,0,0,0,-1,-1,0.4,0.6
1801,0,0,0,0,0,0,0,0,0.4,0.6
1802,0,0,0,-1,0,0,0,0,0.4,0.6
1803,0,1,0,0,0,0,0,0,0.4,0.6
1804,0,-1,0,0,0,0,0,0,0.4,0.6
1805,0,0,0,0,0,0,0,0,0.6,0.4
1806,0,0,0,0,0,0,0,0,0.6,0.4
1807,0,0,0,0,0,0,-1,0,0.8,0.2
1808,0,0,0,0,0,0,0,0,0.6,0.4
1809,0,0,0,0,0,0,0,0,0.6,0.4
1810,0,0,0,1,0,0,0,0,0.6,0.4
1811,0,0,0,0,0,0,0,0,0.4,0.6
1812,0,0,0,1,0,0,0,0,0.4,0.6
1813,-1,-1,0,0,0,0,0,0,0.4,0.6
1814,0,1,0,0,0,0,0,0,0.6,0.4
1815,0,0,0,0,0,0,0,0,0.4,0.6
1816,0,0,0,0,0,0,0,0,0.4,0.6
1817,0,1,0,0,0,0,0,0,0.4,0.6
1818,0,1,0,0,0,0,0,0,0.6,0.4
1819,0,1,0,0,0,0,0,0,0.6,0.4
1820,0,0,0,0,0,0,0,0,0.8,0.2
1821,0,-1,0,0,0,0,-1,-1,0.8,0.2
1822,0,0,0,0,0,0,0,0,0.6,0.4
1823,0,0,0,0,0,0,0,0,0.4,0.6
1824,-1,-1,0,0,0,0,0,0,0.2,0.8
1825,0,0,0,1,0,0,1,1,0.2,0.8
1826,0,0,0,-1,0,0,0,0,0.2,0.8
1827,0,0,0,0,0,0,0,0,0.4,0.6
1828,0,0,0,0,0,0,0,0,0.4,0.6
1829,0,0,0,0,0,0,0,0,0.4,0.6
1830,0,1,0,0,0,0,0,0,0.4,0.6
1831,0,0,0,0,0,0,0,0,0.6,0.4
1832,1,1,0,0,0,0,0,0,0.6,0.4
1833,0,0,0,0,0,0,0,0,0.6,0.4
1834,0,-1,0,0,0,0,0,0,0.6,0.4
1835,0,-1,0,0,0,0,-1,-1,0.4,0.6
1836,0,-1,0,0,0,0,0,0,0.2,0.8
1837,0,0,0,-1,0,0,0,0,0.0,1.0
1838,0,0,-1,-1,0,0,0,0,0.0,1.0
1839,0,0,0,0,0,0,1,1,0.2,0.8
1840,0,-1,0,0,0,0,0,0,0.2,0.8
1841,0,0,-1,-1,-1,0,0,0,0.2,0.8
1842,-1,-1,0,0,0,0,0,0,0.2,0.8
1843,0,1,0,0,0,0,0,0,0.4,0.6
1844,0,0,0,1,0,0,0,0,0.4,0.6
1845,0,0,0,0,0,0,0,0,0.4,0.6
1846,0,0,0,0,0,0,0,0,0.4,0.6
1847,0,0,0,0,0,0,0,0,0.6,0.4
1848,0,0,0,0,0,0,0,0,0.6,0.4
1849,0,0,0,0,0,0,-1,-1,0.4,0.6
1850,0,0,0,1,0,0,0,0,0.6,0.4
1851,0,1,0,0,1,0,1,1,0.8,0.2
1852,0,0,0,1,0,0,0,0,0.8,0.2
1853,0,0,0,-1,0,0,0,0,0.6,0.4
1854,0,1,0,0,0,0,1,1,0.8,0.2
1855,0,1,0,0,0,0,0,0,0.8,0.2
1856,0,0,0,0,0,0,1,1,0.8,0.2
1857,0,0,0,0,0,0,0,0,0.6,0.4
1858,0,0,0,0,0,0,0,0,0.6,0.4
1859,0,0,0,0,0,0,-1,-1,0.4,0.6
1860,0,0,0,0,0,0,0,0,0.2,0.8
1861,0,0,0,0,0,0,0,0,0.2,0.8
1862,0,-1,0,0,0,0,0,0,0.2,0.8
1863,0,0,0,0,0,0,0,0,0.4,0.6
1864,0,0,0,0,0,0,0,0,0.6,0.4
1865,0,1,0,0,0,0,1,1,0.8,0.2
1866,0,0,0,0,0,0,0,0,0.6,0.4
1867,0,0,0,0,0,0,0,0,0.8,0.2
1868,0,0,0,0,0,0,-1,0,0.8,0.2
1869,0,0,0,0,0,0,0,0,0.6,0.4
1870,0,0,0,0,0,0,0,0,0.6,0.4
1871,0,-1,0,0,0,0,-1,-1,0.6,0.4
1872,0,0,0,1,0,0,0,0,0.6,0.4
1873,0,-1,0,0,0,0,0,0,0.4,0.6
1874,0,0,0,-1,0,0,0,0,0.4,0.6
1875,0,0,0,0,0,0,0,0,0.2,0.8
1876,0,1,0,0,0,0,0,0,0.4,0.6
1877,0,1,0,0,0,0,0,0,0.4,0.6
1878,0,0,0,0,0,0,0,0,0.4,0.6
1879,0,-1,0,0,0,0,0,0,0.4,0.6
1880,0,0,0,0,0,0,0,0,0.4,0.6
1881,0,0,0,-1,-1,0,0,0,0.2,0.8
1882,0,1,0,0,0,0,0,0,0.2,0.8
1883,0,0,0,0,0,0,0,0,0.2,0.8
1884,0,0,0,0,0,0,0,0,0.2,0.8
1885,0,0,0,0,0,0,0,0,0.2,0.8
1886,0,-1,0,0,0,0,-1,-1,0.2,0.8
1887,0,0,0,0,0,0,0,0,0.2,0.8
1888,0,0,0,1,0,0,0,0,0.4,0.6
1889,0,1,0,0,0,0,1,1,0.6,0.4
1890,0,1,0,0,0,0,0,0,0.8,0.2
1891,0,-1,0,0,0,0,0,0,0.8,0.2
1892,0,-1,0,0,0,0,0,0,0.6,0.4
1893,-1,-1,0,0,0,0,0,0,0.4,0.6
1894,0,0,0,1,0,0,0,0,0.4,0.6
1895,0,0,0,0,0,0,0,0,0.2,0.8
1896,0,0,0,0,0,0,0,0,0.2,0.8
1897,0,0,0,0,0,0,0,0,0.4,0.6
1898,0,0,0,0,0,0,0,0,0.6,0.4
1899,0,0,0,1,0,0,-1,0,0.6,0.4
1900,0,0,0,0,0,0,1,1,0.8,0.2
1901,0,1,0,0,0,0,0,0,1.0,0.0
1902,0,0,0,1,0,0,0,0,1.0,0.0
1903,0,0,0,0,0,0,-1,-1,0.8,0.2
1904,0,0,0,0,0,0,0,0,0.6,0.4
1905,0,0,0,0,0,0,0,0,0.4,0.6
1906,0,0,1,1,0,0,0,0,0.4,0.6
1907,0,0,0,0,0,0,0,0,0.2,0.8
1908,0,0,0,0,0,0,0,0,0.2,0.8
1909,0,1,0,0,0,0,0,0,0.4,0.6
1910,0,0,0,0,0,0,0,0,0.6,0.4
1911,0,0,0,0,0,0,0,0,0.6,0.4
1912,0,0,0,0,0,0,0,0,0.8,0.2
1913,0,0,0,0,0,0,0,0,0.8,0.2
1914,0,0,0,0,0,0,0,0,0.8,0.2
1915,0,1,0,0,0,0,0,0,0.8,0.2
1916,0,0,0,0,0,0,0,0,0.8,0.2
1917,0,0,0,-1,0,0,0,0,0.6,0.4
1918,0,0,0,-1,0,0,1,0,0.6,0.4
1919,0,0,0,-1,0,0,0,0,0.4,0.6
1920,0,-1,0,0,0,0,-1,-1,0.2,0.8
1921,0,0,0,-1,0,0,0,0,0.0,1.0
1922,0,0,0,0,0,0,0,0,0.2,0.8
1923,0,0,0,0,0,0,1,1,0.4,0.6
1924,-1,-1,0,0,0,0,0,0,0.4,0.6
1925,1,1,0,0,0,0,0,0,0.6,0.4
1926,0,1,0,0,0,0,0,0,0.8,0.2
1927,0,0,0,0,0,0,0,0,0.8,0.2
1928,0,0,0,1,0,0,0,0,0.8,0.2
1929,0,1,0,0,0,0,0,0,1.0,0.0
1930,0,0,0,0,0,0,-1,-1,0.8,0.2
1931,0,0,0,0,0,0,0,0,0.6,0.4
1932,0,0,0,1,0,0,0,0,0.6,0.4
1933,0,0,0,0,0,0,0,0,0.4,0.6
1934,0,-1,0,0,0,0,0,0,0.2,0.8
1935,0,0,0,0,0,0,0,0,0.4,0.6
1936,0,0,0,-1,0,0,1,0,0.4,0.6
1937,0,0,0,0,0,0,0,0,0.2,0.8
1938,0,0,0,0,0,0,0,0,0.4,0.6
1939,0,0,0,0,0,0,0,0,0.4,0.6
1940,0,0,0,0,-1,0,0,0,0.2,0.8
1941,0,0,0,0,0,0,0,0,0.2,0.8
1942,0,0,0,0,0,0,-1,-1,0.2,0.8
1943,0,0,0,-1,0,0,0,0,0.0,1.0
1944,0,0,0,0,0,0,0,0,0.0,1.0
1945,1,1,0,0,0,0,0,0,0.2,0.8
1946,0,0,0,0,0,0,0,0,0.4,0.6
1947,0,0,0,0,0,0,1,1,0.6,0.4
1948,0,0,0,0,0,0,0,0,0.8,0.2
1949,0,0,0,0,0,0,0,0,0.8,0.2
1950,0,0,0,1,0,0,0,0,0.8,0.2
1951,0,1,0,0,0,0,-1,0,0.8,0.2
1952,0,-1,0,0,0,0,-1,-1,0.6,0.4
1953,0,0,0,0,0,0,0,0,0.4,0.6
1954,0,0,0,0,0,0,0,0,0.4,0.6
1955,0,1,0,0,0,0,0,0,0.4,0.6
1956,0,0,0,0,0,0,0,0,0.4,0.6
1957,0,1,0,0,0,0,1,1,0.6,0.4
1958,1,1,0,0,0,0,0,0,0.8,0.2
1959,0,0,0,0,0,0,0,0,0.8,0.2
1960,0,0,0,0,0,0,0,0,0.6,0.4
1961,0,-1,0,0,0,0,-1,-1,0.4,0.6
1962,0,0,0,0,0,0,-1,-1,0.2,0.8
1963,0,0,-1,-1,0,0,0,0,0.0,1.0
1964,0,1,0,0,0,0,0,0,0.2,0.8
1965,0,0,0,0,0,0,0,0,0.4,0.6
1966,0,1,0,0,0,0,0,0,0.6,0.4
1967,0,1,0,0,0,0,1,1,0.8,0.2
1968,-1,-1,0,0,0,0,0,0,0.8,0.2
1969,0,0,0,0,0,0,0,0,0.6,0.4
1970,0,0,0,-1,0,0,0,0,0.4,0.6
1971,0,-1,0,0,0,0,-1,-1,0.2,0.8
1972,0,1,0,0,0,0,0,0,,
1973,0,0,0,0,0,0,0,0,,
1974,0,0,0,0,0,0,0,0,,
1975,0,0,1,1,0,0,0,0,,
1976,0,-1,0,0,0,0,0,0,,
1977,0,0,0,-1,0,0,0,0,0.2,0.8
1978,0,0,0,0,0,0,0,0,0.4,0.6
1979,0,0,-1,-1,0,0,0,0,0.4,0.6
1980,0,0,0,0,0,0,0,0,0.4,0.6
1981,0,0,0,0,0,0,0,0,0.6,0.4
1982,0,0,0,-1,0,0,0,0,0.6,0.4
1983,0,-1,0,0,0,0,0,0,0.4,0.6
1984,0,0,0,0,0,0,0,0,0.6,0.4
1985,0,0,-1,-1,0,0,0,0,0.4,0.6
1986,0,0,0,0,0,0,0,0,0.4,0.6
1987,0,0,0,1,0,0,0,0,0.6,0.4
1988,0,1,0,0,0,0,1,1,0.8,0.2
1989,0,0,1,1,0,0,0,0,0.8,0.2
1990,0,0,0,0,0,0,0,0,0.8,0.2
1991,-1,-1,0,0,0,0,0,0,0.6,0.4
1992,0,0,0,1,0,0,0,0,0.6,0.4
1993,0,0,0,0,0,0,0,0,0.4,0.6
1994,-1,-1,0,0,0,0,0,0,0.2,0.8
1995,0,1,0,0,0,0,1,1,0.4,0.6
1996,0,-1,0,0,0,0,0,0,0.4,0.6
1997,0,-1,0,0,0,0,0,0,0.2,0.8
1998,0,0,0,0,0,0,0,0,0.2,0.8
1999,0,0,0,1,0,0,0,0,0.4,0.6
2000,0,-1,0,0,0,0,0,0,0.2,0.8
2001,1,1,0,0,0,0,0,0,0.4,0.6
2002,0,0,0,-1,0,0,0,0,0.4,0.6
2003,0,0,0,0,-1,0,0,0,0.4,0.6
2004,0,0,0,1,0,0,0,0,0.4,0.6
2005,0,0,0,-1,0,0,0,0,0.4,0.6
2006,0,0,0,0,0,0,0,0,0.2,0.8
2007,-1,-1,0,0,0,0,0,0,0.2,0.8
2008,0,0,0,0,0,0,0,0,0.2,0.8
2009,0,0,0,0,0,0,0,0,0.2,0.8
2010,0,1,0,0,0,0,1,1,0.4,0.6
2011,0,0,0,0,0,0,0,0,0.6,0.4
2012,0,0,0,0,0,0,0,0,0.8,0.2
2013,0,-1,0,0,0,0,0,0,0.8,0.2
2014,0,-1,0,0,0,0,1,0,0.6,0.4
2015,0,0,0,0,0,0,0,0,0.6,0.4
2016,0,-1,0,0,0,0,0,0,0.4,0.6
2017,-1,-1,0,0,0,0,0,0,0.2,0.8
2018,0,0,0,0,0,0,0,0,0.4,0.6
2019,0,0,0,0,0,0,0,0,0.6,0.4
2020,0,0,0,1,0,0,-1,0,0.6,0.4
2021,0,0,-1,-1,0,0,0,0,0.6,0.4
2022,0,0,0,0,0,0,0,0,0.8,0.2
2023,0,-1,0,0,0,0,-1,-1,0.6,0.4
2024,0,-1,0,0,0,0,0,0,0.4,0.6
2025,0,0,0,0,0,0,0,0,0.2,0.8
2026,0,0,1,1,0,0,0,0,0.4,0.6
2027,-1,-1,0,0,0,0,0,0,0.2,0.8
2028,1,1,0,0,0,0,0,0,0.4,0.6
2029,0,0,-1,-1,0,0,0,0,0.4,0.6
2030,1,1,0,0,0,0,0,0,0.6,0.4
2031,0,0,0,-1,0,0,0,0,0.4,0.6
2032,0,0,0,0,0,0,0,0,0.6,0.4
2033,0,0,0,0,0,0,0,0,0.6,0.4
2034,0,0,0,0,0,0,0,0,0.6,0.4
2035,0,1,0,0,0,0,0,0,0.6,0.4
2036,0,0,0,0,0,0,0,0,0.8,0.2
2037,0,-1,0,0,0,0,0,0,0.6,0.4
2038,0,0,0,0,0,0,-1,0,0.6,0.4
2039,0,0,0,0,1,0,0,0,0.8,0.2
2040,0,0,0,0,0,0,-1,-1,0.6,0.4
2041,0,1,0,0,0,0,0,0,0.6,0.4
2042,0,0,0,0,0,0,0,0,0.8,0.2
2043,0,0,0,0,0,0,0,0,0.8,0.2
2044,0,0,0,-1,0,0,0,0,0.6,0.4
2045,0,0,0,0,0,0,0,0,0.8,0.2
2046,0,0,1,1,0,0,0,0,0.8,0.2
2047,0,0,0,0,0,0,0,0,0.8,0.2
2048,-1,-1,0,0,0,0,0,0,0.6,0.4
2049,0,0,0,-1,0,0,0,0,0.6,0.4
2050,0,-1,0,0,0,0,0,0,0.4,0.6
2051,0,0,0,0,0,0,-1,-1,0.2,0.8
2052,0,0,0,0,0,0,0,0,0.2,0.8
2053,0,0,0,0,0,0,0,0,0.4,0.6
2054,0,0,0,0,0,0,1,1,0.6,0.4
2055,0,1,0,0,0,0,0,0,0.8,0.2
2056,-1,-1,0,0,0,0,0,0,0.8,0.2
2057,0,0,0,1,0,0,0,0,0.8,0.2
2058,0,-1,0,0,0,0,0,0,0.6,0.4
2059,0,0,0,0,0,0,0,0,0.4,0.6
2060,0,0,0,0,0,0,0,0,0.2,0.8
2061,0,0,0,0,0,0,0,0,0.4,0.6
2062,0,0,0,0,0,0,0,0,0.4,0.6
2063,0,0,0,0,0,0,0,0,0.6,0.4
2064,0,1,0,0,0,0,0,0,0.8,0.2
2065,0,0,1,1,0,0,0,0,1.0,0.0
2066,0,1,0,0,0,0,-1,0,1.0,0.0
2067,0,-1,0,0,0,0,0,0,0.8,0.2
2068,0,0,1,1,0,0,0,0,0.8,0.2
2069,0,-1,0,0,0,0,-1,-1,0.6,0.4
2070,0,0,0,1,1,0,0,0,0.6,0.4
2071,0,0,-1,-1,0,0,0,0,0.4,0.6
2072,0,0,0,1,0,0,0,0,0.6,0.4
2073,1,1,0,0,0,0,0,0,0.6,0.4
2074,0,0,-1,-1,0,0,0,0,0.6,0.4
2075,0,0,0,0,0,0,0,0,0.6,0.4
2076,0,0,0,1,0,0,0,0,0.8,0.2
2077,0,0,0,0,0,0,0,0,0.6,0.4
2078,0,0,0,-1,0,0,0,0,0.4,0.6
2079,-1,-1,0,0,0,0,0,0,0.4,0.6
2080,0,0,0,0,0,0,0,0,0.2,0.8
2081,0,0,-1,-1,0,0,0,0,0.0,1.0
2082,0,0,0,0,0,0,0,0,0.2,0.8
2083,1,1,0,0,0,0,0,0,0.4,0.6
2084,0,0,0,0,0,0,0,0,0.6,0.4
2085,0,0,0,0,0,0,0,0,0.8,0.2
2086,0,0,0,0,0,0,0,0,0.8,0.2
2087,0,0,0,0,0,0,0,0,0.6,0.4
2088,0,0,0,0,0,0,0,0,0.4,0.6
2089,0,0,0,0,0,0,0,0,0.2,0.8
2090,0,0,0,1,0,0,0,0,0.2,0.8
2091,0,0,0,1,0,0,0,0,0.4,0.6
2092,0,1,0,0,0,0,1,1,0.6,0.4
2093,0,0,0,0,0,0,0,0,0.8,0.2
2094,0,1,0,0,0,0,0,0,1.0,0.0
2095,0,1,0,0,0,0,1,1,1.0,0.0
2096,0,0,0,1,0,0,0,0,1.0,0.0
2097,0,0,0,-1,0,0,0,0,0.8,0.2
2098,-1,-1,0,0,0,0,0,0,0.6,0.4
2099,0,0,1,1,1,0,0,0,0.6,0.4
2100,0,0,0,0,0,0,0,0,0.6,0.4
2101,0,1,0,0,0,0,1,1,0.6,0.4
2102,0,0,0,-1,0,0,1,0,0.6,0.4
2103,0,0,0,0,0,0,0,0,0.8,0.2
2104,0,0,0,0,0,0,0,0,0.8,0.2
2105,0,0,0,-1,0,0,0,0,0.6,0.4
2106,-1,-1,0,0,0,0,0,0,0.4,0.6
2107,0,0,0,0,0,0,0,0,0.4,0.6
2108,0,0,0,0,0,0,0,0,0.2,0.8
2109,0,0,0,0,0,0,0,0,0.2,0.8
2110,0,0,0,1,0,0,0,0,0.4,0.6
2111,0,0,0,0,0,0,0,0,0.6,0.4
2112,0,0,0,-1,0,0,0,0,0.6,0.4
2113,1,1,0,0,0,0,0,0,0.8,0.2
